initial_alias,name
ENSMUSG00000090334,Gm17149
ENSMUSG00000049115,Agtr1a
ENSMUSG00000111507,Amd-ps6
ENSMUSG00000061798,Or4c106
ENSMUSG00000066688,Pramel21
ENSMUSG00000104867,Gm43728
ENSMUSG00000117920,Gm50155
ENSMUSG00000046463,5930403N24Rik
ENSMUSG00000101540,Gm28465
ENSMUSG00000108827,Or4f6
ENSMUSG00000118734,Gm25313
ENSMUSG00000105254,Gm42951
ENSMUSG00000079698,Vmn2r93
ENSMUSG00000084061,Gm4996
ENSMUSG00000113018,Gm9318
ENSMUSG00000112267,Gm47903
ENSMUSG00000099890,Gm28262
ENSMUSG00000118320,Gm50425
ENSMUSG00000106607,Gm43178
ENSMUSG00000059366,Or10d1
ENSMUSG00000061165,Or8a1b
ENSMUSG00000084890,A830036E02Rik
ENSMUSG00000075273,Ttc30b
ENSMUSG00000104641,Gm43290
ENSMUSG00000073846,Gm12526
ENSMUSG00000044667,Plppr4
ENSMUSG00000106432,Gm43259
ENSMUSG00000112668,Gm48376
ENSMUSG00000085782,Gm15624
ENSMUSG00000062511,4930512M02Rik
ENSMUSG00000104557,Gm36520
ENSMUSG00000071952,Gm10351
ENSMUSG00000039007,Cpq
ENSMUSG00000109972,Gm17989
ENSMUSG00000072709,Or1e21
ENSMUSG00000109811,Tpt1-ps4
ENSMUSG00000114397,Gm7621
ENSMUSG00000031342,Gpm6b
ENSMUSG00000050174,Nudt6
ENSMUSG00000032487,Ptgs2
ENSMUSG00000055610,Or14a260
ENSMUSG00000083012,Fam220a
ENSMUSG00000109119,Gm44752
ENSMUSG00000064293,Cntn4
ENSMUSG00000117636,Gm38432
ENSMUSG00000107145,Gm43442
ENSMUSG00000086690,4933406J10Rik
ENSMUSG00000064515,n-R5s162
ENSMUSG00000032667,Pon2
ENSMUSG00000031079,Zfp300
ENSMUSG00000022656,Nectin3
ENSMUSG00000031431,Tsc22d3
ENSMUSG00000043885,Slc36a4
ENSMUSG00000113343,Gm34923
ENSMUSG00000108551,Gm20274
ENSMUSG00000023224,Serping1
ENSMUSG00000111327,Gm48401
ENSMUSG00000020712,Tcam1
ENSMUSG00000037390,Muc3
ENSMUSG00000119584,Rn18s-rs5
ENSMUSG00000112667,Gm48270
ENSMUSG00000069268,H2bc7
ENSMUSG00000023845,Lnpep
ENSMUSG00000101932,Gm10074
ENSMUSG00000066456,Hmgn3
ENSMUSG00000055691,Gja6
ENSMUSG00000105728,Gm42819
ENSMUSG00000032204,Aqp9
ENSMUSG00000113971,Eif1ad4
ENSMUSG00000027210,Meis2
ENSMUSG00000037996,Slc24a2
ENSMUSG00000093666,Vmn1r-ps15
ENSMUSG00000007908,Hmgcll1
ENSMUSG00000109518,Gm44843
ENSMUSG00000110098,Gm45401
ENSMUSG00000028780,Sema3c
ENSMUSG00000112074,Gm48278
ENSMUSG00000111917,Gm48793
ENSMUSG00000104248,Gm38152
ENSMUSG00000085757,Tslrn1
ENSMUSG00000060509,Xcr1
ENSMUSG00000091620,Vmn2r23
ENSMUSG00000094865,Gm7426
ENSMUSG00000010601,Apol7a
ENSMUSG00000080915,Gm6446
ENSMUSG00000054690,Emcn
ENSMUSG00000105793,Gm17956
ENSMUSG00000036972,Zic4
ENSMUSG00000070385,Ampd1
ENSMUSG00000110809,Gm46138
ENSMUSG00000027863,Cd2
ENSMUSG00000056553,Ptprn2
ENSMUSG00000019194,Scn1b
ENSMUSG00000108942,Gm44660
ENSMUSG00000049362,Or5k1
ENSMUSG00000106593,Gm7048
ENSMUSG00000034591,Slc41a2
ENSMUSG00000065577,Mir329
ENSMUSG00000042607,Asb4
ENSMUSG00000103932,Gm36963
ENSMUSG00000110501,Gm45900
ENSMUSG00000031886,Ces2e
ENSMUSG00000095248,Or56a3b
ENSMUSG00000116631,Gm7366
ENSMUSG00000066752,Gm10176
ENSMUSG00000029254,Stap1
ENSMUSG00000110153,Gm17766
ENSMUSG00000116957,Gm34680
ENSMUSG00000117982,Gm50170
ENSMUSG00000037437,Adam32
ENSMUSG00000102758,Naaladl2
ENSMUSG00000112633,Gm47627
ENSMUSG00000110125,Gm33148
ENSMUSG00000060534,Dcc
ENSMUSG00000082994,Gm11848
ENSMUSG00000084162,Gm11251
ENSMUSG00000103810,Gm38005
ENSMUSG00000026188,Tmem169
ENSMUSG00000116102,Gm20082
ENSMUSG00000064952,Gm24920
ENSMUSG00000041984,Rptn
ENSMUSG00000021508,Cxcl14
ENSMUSG00000084884,Gm12289
ENSMUSG00000104125,Gm37488
ENSMUSG00000118253,Gm50185
ENSMUSG00000093922,Rpl36-ps4
ENSMUSG00000087070,Gm12505
ENSMUSG00000075387,Or1j13
ENSMUSG00000039913,Pak5
ENSMUSG00000001225,Slc26a3
ENSMUSG00000116763,Gm41492
ENSMUSG00000070459,Or5ae1
ENSMUSG00000109929,Gm45268
ENSMUSG00000038732,Mboat1
ENSMUSG00000026321,Tnfrsf11a
ENSMUSG00000113684,Gm48418
ENSMUSG00000105144,Rpl21-ps11
ENSMUSG00000114310,Gm48602
ENSMUSG00000112149,Gm47611
ENSMUSG00000052155,Acvr2a
ENSMUSG00000116590,Gm53028
ENSMUSG00000103999,Gm38026
ENSMUSG00000036594,H2-Aa
ENSMUSG00000020641,Rsad2
ENSMUSG00000004698,Hdac9
ENSMUSG00000062960,Kdr
ENSMUSG00000109789,Gm2033
ENSMUSG00000109776,Gm30400
ENSMUSG00000119730,n-R5s106
ENSMUSG00000064778,Snord59a
ENSMUSG00000024924,Vldlr
ENSMUSG00000021983,Atp8a2
ENSMUSG00000065705,Gm22829
ENSMUSG00000110632,Gm45880
ENSMUSG00000044938,Klhl31
ENSMUSG00000110685,Gm5373
ENSMUSG00000030075,Cntn3
ENSMUSG00000108296,Gm44295
ENSMUSG00000083951,Gm13786
ENSMUSG00000030077,Chl1
ENSMUSG00000110247,Gm45269
ENSMUSG00000106364,Gm42994
ENSMUSG00000033721,Vav3
ENSMUSG00000061414,Cracr2a
ENSMUSG00000020411,Nipal4
ENSMUSG00000106073,Gm42892
ENSMUSG00000040732,Erg
ENSMUSG00000110246,C130073E24Rik
ENSMUSG00000083817,Gm14400
ENSMUSG00000079057,Cyp4v3
ENSMUSG00000037940,Inpp4b
ENSMUSG00000095616,Gm26244
ENSMUSG00000060816,Vmn1r52
ENSMUSG00000034488,Edil3
ENSMUSG00000085112,A530072M11Rik
ENSMUSG00000084030,Gm16423
ENSMUSG00000110928,Gm48114
ENSMUSG00000106384,Gm43188
ENSMUSG00000061039,Or8b53
ENSMUSG00000114643,Gm18064
ENSMUSG00000073489,Ifi204
ENSMUSG00000106694,Gm42894
ENSMUSG00000104155,Gm38103
ENSMUSG00000029564,4930519G04Rik
ENSMUSG00000111161,Gm48849
ENSMUSG00000054580,Pla2r1
ENSMUSG00000111451,Gm47321
ENSMUSG00000026839,Upp2
ENSMUSG00000039372,Marchf4
ENSMUSG00000024679,Ms4a6d
ENSMUSG00000042501,Cpa6
ENSMUSG00000050108,Bpifc
ENSMUSG00000107246,Gm42560
ENSMUSG00000042961,Egflam
ENSMUSG00000103059,Gm18186
ENSMUSG00000012777,Acp4
ENSMUSG00000082511,Gm4915
ENSMUSG00000103432,6720464F23Rik
ENSMUSG00000119822,n-R5s92
ENSMUSG00000091665,Gm17101
ENSMUSG00000026407,Cacna1s
ENSMUSG00000108816,Gm6230
ENSMUSG00000085250,Gm15234
ENSMUSG00000034813,Grip1
ENSMUSG00000109342,Gm32983
ENSMUSG00000091155,Serpine3
ENSMUSG00000117302,Gm34266
ENSMUSG00000115375,Gm49039
ENSMUSG00000081970,Gm16057
ENSMUSG00000115527,Gm4355
ENSMUSG00000050663,Trhde
ENSMUSG00000117943,Gm50403
ENSMUSG00000092272,Gm19301
ENSMUSG00000113540,Gm47206
ENSMUSG00000075161,Or5aq6
ENSMUSG00000114817,Gm48356
ENSMUSG00000079105,C7
ENSMUSG00000020297,Nsg2
ENSMUSG00000032806,Slc10a3
ENSMUSG00000111696,Gm47932
ENSMUSG00000108857,Gm44578
ENSMUSG00000116187,Gm49456
ENSMUSG00000064371,mt-Tt
ENSMUSG00000075113,Or4c29
ENSMUSG00000048153,Or6e1
ENSMUSG00000106049,Gm43019
ENSMUSG00000090362,Vmn2r79
ENSMUSG00000084025,Gm6276
ENSMUSG00000106634,Gm43042
ENSMUSG00000039156,Stim2
ENSMUSG00000056877,Rps15a-ps1
ENSMUSG00000111764,Gm47616
ENSMUSG00000101985,Gm28929
ENSMUSG00000109363,Gm44668
ENSMUSG00000097434,Gm16630
ENSMUSG00000065034,Gm22363
ENSMUSG00000112355,Gm48285
ENSMUSG00000074505,Fat3
ENSMUSG00000049928,Glp2r
ENSMUSG00000113850,Gm47191
ENSMUSG00000001773,Folh1
ENSMUSG00000113223,Gm48147
ENSMUSG00000091123,Gm17181
ENSMUSG00000112366,C730027H18Rik
ENSMUSG00000109783,Gm45338
ENSMUSG00000080855,Rpl35-ps1
ENSMUSG00000102594,Gm38381
ENSMUSG00000119678,Gm25755
ENSMUSG00000108616,Gm35040
ENSMUSG00000109541,Gm6112
ENSMUSG00000106497,Gm43195
ENSMUSG00000104026,Gm37212
ENSMUSG00000085282,Gm15663
ENSMUSG00000114345,Gm10873
ENSMUSG00000021219,Rgs6
ENSMUSG00000033082,Clec1a
ENSMUSG00000107883,Gm44062
ENSMUSG00000098071,Gm44525
ENSMUSG00000118373,Gm41787
ENSMUSG00000064330,Pde6h
ENSMUSG00000110140,5430421F17Rik
ENSMUSG00000081577,Gm13455
ENSMUSG00000109606,Gm45537
ENSMUSG00000089948,Far2os1
ENSMUSG00000072663,Spef2
ENSMUSG00000109316,Gm45160
ENSMUSG00000107884,Gm44144
ENSMUSG00000105824,Gm43466
ENSMUSG00000104361,Gm38080
ENSMUSG00000051212,Gpr183
ENSMUSG00000118448,Gm50492
ENSMUSG00000113050,Gm8016
ENSMUSG00000094790,Gm6625
ENSMUSG00000098838,Mir381
ENSMUSG00000098064,Gm9192
ENSMUSG00000084897,Gm14226
ENSMUSG00000036216,Leap2
ENSMUSG00000033981,Gria2
ENSMUSG00000045362,Tnfrsf26
ENSMUSG00000073956,Or52j3
ENSMUSG00000090394,4930523C07Rik
ENSMUSG00000004612,Nkg7
ENSMUSG00000070417,Or6a2
ENSMUSG00000117436,Gm9474
ENSMUSG00000022122,Ednrb
ENSMUSG00000099615,Gm28362
ENSMUSG00000115075,Gm49033
ENSMUSG00000083191,Gm15571
ENSMUSG00000065580,Mir15b
ENSMUSG00000069785,Gm11444
ENSMUSG00000093490,Gm19932
ENSMUSG00000066672,Or10x1
ENSMUSG00000078531,Gm831
ENSMUSG00000061336,Or14j10
ENSMUSG00000057443,Or2n1e
ENSMUSG00000004730,Adgre1
ENSMUSG00000112786,Gm47696
ENSMUSG00000021356,Irf4
ENSMUSG00000070691,Runx3
ENSMUSG00000083089,Gm4760
ENSMUSG00000106030,Gm43611
ENSMUSG00000047889,Serpinb6d
ENSMUSG00000102973,E430014B02Rik
ENSMUSG00000043385,Or2k2
ENSMUSG00000081976,Gm14823
ENSMUSG00000023089,Ndufa5
ENSMUSG00000027313,Chac1
ENSMUSG00000020368,Canx
ENSMUSG00000019775,Rgs17
ENSMUSG00000062588,Gm6104
ENSMUSG00000021843,Ktn1
ENSMUSG00000050786,Ccdc126
ENSMUSG00000072780,Vmn2r24
ENSMUSG00000103132,Gm37978
ENSMUSG00000111269,Gm47933
ENSMUSG00000117409,Gm49996
ENSMUSG00000035357,Pdzrn3
ENSMUSG00000109059,Gm9354
ENSMUSG00000020846,Rflnb
ENSMUSG00000064380,Gm26448
ENSMUSG00000083421,Gm14776
ENSMUSG00000059429,Or1l4
ENSMUSG00000082307,Gm13418
ENSMUSG00000058093,Zfp729b
ENSMUSG00000037434,Slc30a1
ENSMUSG00000065738,Gm24494
ENSMUSG00000027983,Cyp2u1
ENSMUSG00000114722,Gm31392
ENSMUSG00000026824,Kcnj3
ENSMUSG00000037894,H2az1
ENSMUSG00000040140,Tdrd6
ENSMUSG00000092130,D030025P21Rik
ENSMUSG00000048775,Serpinb13
ENSMUSG00000098640,Gm14214
ENSMUSG00000063116,Or3a1
ENSMUSG00000081905,Gm11370
ENSMUSG00000103020,Gm37681
ENSMUSG00000020428,Gabra6
ENSMUSG00002075701,Gm55980
ENSMUSG00000076041,Mir20b
ENSMUSG00000090709,Gm17173
ENSMUSG00000111933,Gm36660
ENSMUSG00000051041,Olfml1
ENSMUSG00000081979,Rps8-ps3
ENSMUSG00000107079,Gm35648
ENSMUSG00000109147,4930431P19Rik
ENSMUSG00000100833,Gm28988
ENSMUSG00000065212,Gm26264
ENSMUSG00000111309,Gm18863
ENSMUSG00000112885,Gm29807
ENSMUSG00000109719,Gm45266
ENSMUSG00000095187,Or2y11
ENSMUSG00000092120,Vmn2r90
ENSMUSG00000097022,BC001981
ENSMUSG00000105212,Gm43557
ENSMUSG00000110472,Gm45739
ENSMUSG00000117247,Gm49923
ENSMUSG00000035864,Syt1
ENSMUSG00000113055,Gm48700
ENSMUSG00000106815,Gm43658
ENSMUSG00000102882,Gm2065
ENSMUSG00000030000,Add2
ENSMUSG00000100009,Gm7967
ENSMUSG00000023918,Adgrf4
ENSMUSG00000034122,Nlrp4d
ENSMUSG00000093007,Mir15a
ENSMUSG00000098909,Gm27161
ENSMUSG00000042581,Thsd7b
ENSMUSG00000107464,Gm44150
ENSMUSG00000103600,Gm17952
ENSMUSG00000106817,Gm43441
ENSMUSG00000031147,Magix
ENSMUSG00000052525,Spdya
ENSMUSG00000033831,Fgb
ENSMUSG00000115707,Gm2267
ENSMUSG00000115087,Gm48998
ENSMUSG00000033063,Cntnap3
ENSMUSG00000087400,Gm15270
ENSMUSG00000111623,Gm48303
ENSMUSG00000081182,Gm14935
ENSMUSG00000111205,Gm39307
ENSMUSG00000043932,Klri2
ENSMUSG00000093548,Gm6407
ENSMUSG00000113656,Gm47370
ENSMUSG00000040775,Gm9772
ENSMUSG00000097247,1500012K07Rik
ENSMUSG00000043850,Clrn1
ENSMUSG00000031304,Il2rg
ENSMUSG00000117803,Gm50379
ENSMUSG00000112028,1700113B09Rik
ENSMUSG00000112142,Gm47022
ENSMUSG00000066268,Or51a5
ENSMUSG00000118728,Gm24463
ENSMUSG00000085457,1110046J04Rik
ENSMUSG00000118258,Gm19076
ENSMUSG00000103161,Gm38148
ENSMUSG00000113362,Gm40557
ENSMUSG00000102597,Gm38382
ENSMUSG00000103996,4833421G17Rik
ENSMUSG00000031639,Tlr3
ENSMUSG00000054931,Zkscan4
ENSMUSG00000104339,C130089K02Rik
ENSMUSG00000117388,Gm6496
ENSMUSG00000049372,Or4c31
ENSMUSG00000105936,Gm43544
ENSMUSG00000004460,Dnajb11
ENSMUSG00002076161,Rn7sk
ENSMUSG00000099517,H3c8
ENSMUSG00000091239,Vmn2r76
ENSMUSG00000046846,Spesp1
ENSMUSG00000108312,Gm44521
ENSMUSG00000022912,Pros1
ENSMUSG00000078497,Zfp978
ENSMUSG00000048424,Ranbp3l
ENSMUSG00000065878,Snord34
ENSMUSG00000097679,Rps19-ps5
ENSMUSG00000019802,Sec63
ENSMUSG00000032883,Acsl3
ENSMUSG00000031212,Pgr15l
ENSMUSG00000109830,Gm7965
ENSMUSG00000072707,Or2t1
ENSMUSG00000005124,Ccn4
ENSMUSG00000094145,Vmn2r20
ENSMUSG00000106948,Gm42785
ENSMUSG00000054693,Adam10
ENSMUSG00000058385,H2bc8
ENSMUSG00000082404,Gm14799
ENSMUSG00000092032,Vmn2r59
ENSMUSG00000083292,Gm12010
ENSMUSG00000062743,Zfp677
ENSMUSG00000115499,Gm48991
ENSMUSG00000054453,Sytl5
ENSMUSG00000041540,Sox5
ENSMUSG00000117926,C030004G16Rik
ENSMUSG00000118269,Gm50195
ENSMUSG00000114048,4930549C15Rik
ENSMUSG00000040254,Sema3d
ENSMUSG00000043925,Or55b4
ENSMUSG00000108166,Gm44017
ENSMUSG00000070552,Mrgprx1
ENSMUSG00000109679,Gm45342
ENSMUSG00000110229,Gm31784
ENSMUSG00000102872,Gm38195
ENSMUSG00000109028,Gm35842
ENSMUSG00000112458,Gm40773
ENSMUSG00000043644,0610009L18Rik
ENSMUSG00000074342,I830077J02Rik
ENSMUSG00000103735,Gm38317
ENSMUSG00000099937,Gm28872
ENSMUSG00002076271,Gm54718
ENSMUSG00000077756,Snord90
ENSMUSG00000036111,Lmo1
ENSMUSG00000063583,Or9s14
ENSMUSG00000081024,Gm14627
ENSMUSG00000032564,Cpne4
ENSMUSG00002076931,Gm55520
ENSMUSG00000109608,Gm45597
ENSMUSG00000100786,Gm28940
ENSMUSG00000026525,Opn3
ENSMUSG00000096828,Gm3618
ENSMUSG00000092248,Vmn1r-ps63
ENSMUSG00000098520,Ranbp2-ps1
ENSMUSG00000105472,Gm43024
ENSMUSG00000042429,Adora1
ENSMUSG00000074361,C5ar2
ENSMUSG00000062914,Or6c207
ENSMUSG00000115021,Vmn1r173
ENSMUSG00000086288,Gm15265
ENSMUSG00000000567,Sox9
ENSMUSG00000003882,Il7r
ENSMUSG00000064280,Ccdc146
ENSMUSG00000074553,Eif1-ps1
ENSMUSG00000108650,Gm44867
ENSMUSG00000091775,Gm16494
ENSMUSG00000103629,Gm5694
ENSMUSG00000074224,Wdr87-ps
ENSMUSG00000065484,Mir130a
ENSMUSG00000083866,Gm13472
ENSMUSG00000107749,Gm44321
ENSMUSG00000103143,Gm37742
ENSMUSG00000051190,Or7c70
ENSMUSG00000000094,Tbx4
ENSMUSG00000114573,Gm47732
ENSMUSG00000034116,Vav1
ENSMUSG00000067596,Krt74
ENSMUSG00000082820,Gm13803
ENSMUSG00000049588,Ccdc69
ENSMUSG00000074647,Fam83c
ENSMUSG00000104725,Gm2860
ENSMUSG00000102673,Gm37437
ENSMUSG00000113773,Gm8278
ENSMUSG00000106149,Gm43430
ENSMUSG00000107370,Gm43588
ENSMUSG00000071648,Rom1
ENSMUSG00000063548,Gm4825
ENSMUSG00000085578,Gm11527
ENSMUSG00000102305,Gm38192
ENSMUSG00000000266,Mid2
ENSMUSG00000100815,Gm29112
ENSMUSG00000116505,Gm10865
ENSMUSG00000118064,Gm50210
ENSMUSG00000034987,Hrh2
ENSMUSG00000105542,Gm34248
ENSMUSG00000111811,Gm39327
ENSMUSG00000107241,Gm43129
ENSMUSG00000094588,Or8c20
ENSMUSG00000027368,Dusp2
ENSMUSG00000057446,Cts8
ENSMUSG00000111382,Gm47536
ENSMUSG00000110829,Gm47638
ENSMUSG00000105097,Gm42133
ENSMUSG00000058624,Gda
ENSMUSG00000065619,Mir183
ENSMUSG00000066899,Or8b12i
ENSMUSG00000085606,Gm15792
ENSMUSG00000054141,Or1m1
ENSMUSG00000026678,Rgs5
ENSMUSG00000065428,Mir382
ENSMUSG00000094846,Or5b123
ENSMUSG00000058897,Col25a1
ENSMUSG00000105652,4930519L02Rik
ENSMUSG00000081692,Gm15971
ENSMUSG00000081177,Gm12509
ENSMUSG00000029219,Slc10a4
ENSMUSG00000041460,Cacna2d4
ENSMUSG00000097615,Gm2061
ENSMUSG00000056632,Dsg3
ENSMUSG00000063827,Or2y12
ENSMUSG00000117008,Gm49817
ENSMUSG00000108270,Gm4602
ENSMUSG00000111596,Gm8058
ENSMUSG00000032649,Colgalt2
ENSMUSG00000018459,Slc13a3
ENSMUSG00002076630,Gm54372
ENSMUSG00000107989,Gm19692
ENSMUSG00000117959,D330050I16Rik
ENSMUSG00000030156,Cd69
ENSMUSG00000005364,Il5ra
ENSMUSG00000032932,Hspa13
ENSMUSG00000020650,Bcap29
ENSMUSG00000111171,Gm47815
ENSMUSG00000066324,Bpnt2
ENSMUSG00000105985,Gm42993
ENSMUSG00000032839,Trpc1
ENSMUSG00000041624,Gucy1a2
ENSMUSG00000021072,Tmx1
ENSMUSG00000109628,BC024386
ENSMUSG00000084052,Gm11745
ENSMUSG00000054517,Trim65
ENSMUSG00000027765,P2ry1
ENSMUSG00000082647,Gm14056
ENSMUSG00002075637,Gm55073
ENSMUSG00000094747,Or4f14b
ENSMUSG00000086997,Gm12981
ENSMUSG00000052676,Zmat1
ENSMUSG00000044288,Cnr1
ENSMUSG00000104051,Gm38128
ENSMUSG00000083845,Gm14571
ENSMUSG00000033792,Atp7a
ENSMUSG00000004631,Sgce
ENSMUSG00000032640,Chsy1
ENSMUSG00000051747,Ttn
ENSMUSG00000040152,Thbs1
ENSMUSG00000075122,Cd80
ENSMUSG00000069662,Marcks
ENSMUSG00000046062,Ppp1r15b
ENSMUSG00000105957,Gm43254
ENSMUSG00000100106,Gm28856
ENSMUSG00000105753,Gm43847
ENSMUSG00000097953,Gm26952
ENSMUSG00000102912,Gm20731
ENSMUSG00000095377,Or2h1
ENSMUSG00000096497,Or6c5c
ENSMUSG00000104132,Gm36952
ENSMUSG00000112844,Gm47036
ENSMUSG00000104414,Gm37799
ENSMUSG00000004347,Pde1c
ENSMUSG00000064052,Gm5089
ENSMUSG00000024053,Emilin2
ENSMUSG00000029245,Epha5
ENSMUSG00000118917,Gm22307
ENSMUSG00000117575,Gm36486
ENSMUSG00000008789,Ceacam5
ENSMUSG00000115919,Gm31583
ENSMUSG00000116321,Gm49522
ENSMUSG00000072778,Vmn2r27
ENSMUSG00000104130,Gm36951
ENSMUSG00000105442,Gm42614
ENSMUSG00000043102,Qrfp
ENSMUSG00000104634,Gm42461
ENSMUSG00000029671,Wnt16
ENSMUSG00000081280,Gm9516
ENSMUSG00000046192,Iqub
ENSMUSG00000068259,Or9a7
ENSMUSG00000107134,Gm42528
ENSMUSG00000071893,Vmn1r4
ENSMUSG00000105221,Gm9332
ENSMUSG00000081875,Gm15223
ENSMUSG00000113993,Gm47659
ENSMUSG00000102033,Gm28263
ENSMUSG00000081947,Gm14512
ENSMUSG00000117607,Gm50098
ENSMUSG00000108865,Gm44617
ENSMUSG00000039385,Cdh6
ENSMUSG00000098354,Rpap3-ps2
ENSMUSG00000061535,C1qtnf7
ENSMUSG00000040919,4930505A04Rik
ENSMUSG00000022636,Alcam
ENSMUSG00000051000,Fhip1a
ENSMUSG00000020542,Myocd
ENSMUSG00000118380,Gm36037
ENSMUSG00000112555,Gm47027
ENSMUSG00000102577,Gm37969
ENSMUSG00000105748,Gm43088
ENSMUSG00000029015,Slc26a5
ENSMUSG00000082752,Gm14899
ENSMUSG00000050978,Gm5215
ENSMUSG00000109185,Gm18268
ENSMUSG00000080065,Gm11864
ENSMUSG00000036832,Lpar3
ENSMUSG00000103808,Gm37060
ENSMUSG00000083503,Gm13407
ENSMUSG00000109890,AU023762
ENSMUSG00000108648,Gm44674
ENSMUSG00000060131,Atp8b4
ENSMUSG00000083498,Gm14172
ENSMUSG00000048388,Fam171b
ENSMUSG00000112352,Gm40617
ENSMUSG00000081264,Gm14021
ENSMUSG00000024757,Slc22a19
ENSMUSG00000019899,Lama2
ENSMUSG00000078307,AI593442
ENSMUSG00000095115,Itpripl2
ENSMUSG00000110830,Gm46218
ENSMUSG00000084798,4930533B01Rik
ENSMUSG00000112439,Gm33336
ENSMUSG00000041730,Prrxl1
ENSMUSG00000087530,Gm15533
ENSMUSG00000110051,Gm45322
ENSMUSG00000097015,Gm26705
ENSMUSG00000110480,Gm32842
ENSMUSG00000048528,Nkx1-2
ENSMUSG00000090104,Slmapos2
ENSMUSG00000084134,Gm13930
ENSMUSG00000114851,Gm46409
ENSMUSG00000065380,Gm23095
ENSMUSG00000104069,Gm37198
ENSMUSG00000032452,Clstn2
ENSMUSG00000113742,Gm48262
ENSMUSG00000107833,Gm18791
ENSMUSG00000103891,Gm37941
ENSMUSG00000039057,Myo16
ENSMUSG00000047343,Mettl21c
ENSMUSG00000090336,Cfap97d2
ENSMUSG00000118100,Gm50340
ENSMUSG00000031129,Slc9a9
ENSMUSG00000111602,Gm32014
ENSMUSG00000026246,Alppl2
ENSMUSG00000110615,Gm45890
ENSMUSG00000113203,Gm47587
ENSMUSG00000118910,n-R5s129
ENSMUSG00000036641,Ccdc148
ENSMUSG00000112969,Gm48496
ENSMUSG00000068999,Vmn2r5
ENSMUSG00000094250,Gm4479
ENSMUSG00000109257,Gm45200
ENSMUSG00000113618,Gm48166
ENSMUSG00000027087,Itgav
ENSMUSG00000083930,Gm13042
ENSMUSG00000082402,Gm15621
ENSMUSG00000109154,Gm44822
ENSMUSG00000017291,Taok1
ENSMUSG00000030641,Ddias
ENSMUSG00000112378,Gm47261
ENSMUSG00000039103,Nexn
ENSMUSG00000034613,Ppm1h
ENSMUSG00000041144,Dnah7b
ENSMUSG00000031438,Rnf128
ENSMUSG00000068748,Ptprz1
ENSMUSG00000038843,Gcnt1
ENSMUSG00000034687,Fras1
ENSMUSG00000021765,Fst
ENSMUSG00000007613,Tgfbr1
ENSMUSG00000029311,Hsd17b11
ENSMUSG00000025189,Cnnm1
ENSMUSG00000086704,Gm14582
ENSMUSG00000082122,Gm11809
ENSMUSG00000038463,Olfml2b
ENSMUSG00000114918,Gm9012
ENSMUSG00000091523,AU040972
ENSMUSG00000078898,Zfp968
ENSMUSG00000007480,Mc5r
ENSMUSG00000097617,Gm10687
ENSMUSG00000090790,Gm17377
ENSMUSG00000023025,Larp4
ENSMUSG00000020048,Hsp90b1
ENSMUSG00000063568,Jazf1
ENSMUSG00000116648,Rpl31-ps12
ENSMUSG00000116885,4930420G21Rik
ENSMUSG00000108365,Gm44951
ENSMUSG00000024614,Tmx3
ENSMUSG00000096258,Rps16-ps3
ENSMUSG00000042042,Csgalnact2
ENSMUSG00000015189,Casd1
ENSMUSG00000037408,Cnnm4
ENSMUSG00000009905,Kdsr
ENSMUSG00000031284,Pak3
ENSMUSG00000042595,Fam199x
ENSMUSG00000064347,mt-Ta
ENSMUSG00000061666,Gdpd1
ENSMUSG00000074250,Gm10653
ENSMUSG00000118156,Gm7569
ENSMUSG00000105183,Gm42564
ENSMUSG00000103467,Gm38245
ENSMUSG00000091193,Gm17333
ENSMUSG00000066364,Serpina3b
ENSMUSG00000020912,Krt12
ENSMUSG00000065872,Gm25681
ENSMUSG00000022860,Chodl
ENSMUSG00000082650,Gm15358
ENSMUSG00000040037,Negr1
ENSMUSG00000031933,Izumo1r
ENSMUSG00000022534,Mefv
ENSMUSG00000102939,Gm38111
ENSMUSG00000022938,Fam3b
ENSMUSG00000082057,Gm15789
ENSMUSG00000086687,4930547E08Rik
ENSMUSG00000114123,Gm48416
ENSMUSG00000106317,Gm43848
ENSMUSG00000110110,Gm30978
ENSMUSG00000021779,Thrb
ENSMUSG00000106806,Gm17906
ENSMUSG00000089908,Gm16558
ENSMUSG00000104263,9430062P05Rik
ENSMUSG00000043223,Gm4835
ENSMUSG00000010175,Prox1
ENSMUSG00000108308,Gm45218
ENSMUSG00000080765,Gm8908
ENSMUSG00000106243,Gm5050
ENSMUSG00000110377,Gm45363
ENSMUSG00000104088,Gm38275
ENSMUSG00000024678,Ms4a4d
ENSMUSG00000114481,Gm46415
ENSMUSG00000097911,Gm26691
ENSMUSG00000111866,E130101E03Rik
ENSMUSG00000108288,Gm44202
ENSMUSG00000096794,Or8b1c
ENSMUSG00000081131,Gm14833
ENSMUSG00000049349,Gm5105
ENSMUSG00000101666,Rhoay-ps3
ENSMUSG00000117620,Gm50077
ENSMUSG00000060459,Kng2
ENSMUSG00000090078,Gm16147
ENSMUSG00000045246,Kcng4
ENSMUSG00002076053,Gm56285
ENSMUSG00000107739,Gm7812
ENSMUSG00000110461,Gm45860
ENSMUSG00000049241,Hcar1
ENSMUSG00000025716,Myo3a
ENSMUSG00000084794,Gm13662
ENSMUSG00000004872,Pax3
ENSMUSG00000033377,Palmd
ENSMUSG00000105401,Gm42949
ENSMUSG00000050640,Tmem150c
ENSMUSG00000102266,Gm38106
